origin_iata,destination_iata,flight_type,airlines,departure_time,arrival_time,duration_hours,number_of_flights_per_day,min_price,avg_price,emissions_co2,aircraft_types,number_of_stops,layover_details,notes
LED,ADD,One way,Etihad | Ethiopian,11:40,07:45,20.08,2,440,440,,Airbus A321neo | Boeing 737MAX 8 Passenger,1,AUH (565m),Found on 2026-04-18
LED,AGP,One way,Etihad | Air Europa,11:40,16:15,29.58,1,1539,1539,,Airbus A321neo | Boeing 787-10 | Boeing 737,2,AUH (445m) | MAD (410m),Found on 2026-04-18
LED,AMD,One way,Etihad,11:40,04:25,14.25,2,447,1030,,Airbus A321neo | Airbus A321,1,AUH (295m),Found on 2026-04-18
LED,AMM,One way,Etihad,11:40,23:35,35.92,2,738,740.5,,Airbus A321neo | Airbus A320,1,AUH (1580m),Found on 2026-04-18
LED,AMS,One way,Etihad,11:40,08:00,21.33,1,941,941,,Airbus A321neo,1,AUH (445m),Found on 2026-04-18
LED,ATH,One way,Etihad,11:40,12:35,24.92,2,1945,2194,,Airbus A321neo,1,AUH (800m),Found on 2026-04-18
LED,ATH,One way,Etihad,11:40,12:35,24.92,2,1945,2194,,Airbus A321neo,1,AUH (800m),Found on 2026-04-18
LED,ATL,One way,Etihad,11:40,16:30,35.83,1,1882,1882,,Airbus A321neo | Airbus A350,1,AUH (860m),Found on 2026-04-18
LED,BAH,One way,Etihad,11:40,20:45,9.08,2,480,689.5,,Airbus A321neo | Airbus A320,1,AUH (95m),Found on 2026-04-18
LED,BCN,One way,Etihad,11:40,07:35,20.92,1,941,941,,Airbus A321neo | Boeing 787,1,AUH (450m),Found on 2026-04-18
LED,BEY,One way,Etihad,11:40,11:05,23.42,1,426,426,,Airbus A321neo | Airbus A320,1,AUH (815m),Found on 2026-04-18
LED,BLR,One way,Etihad | Akasa Air,11:40,08:45,18.58,2,447,452,,Airbus A321neo | Boeing 737MAX 8 Passenger,1,AUH (480m),Found on 2026-04-18
LED,BOM,One way,Etihad,11:40,02:05,11.92,2,436,436,,Airbus A321neo | Boeing 777,1,AUH (135m),Found on 2026-04-18
LED,BOS,One way,Etihad,11:40,14:40,34.0,3,1071,1727,,Airbus A321neo | Boeing 787,1,AUH (840m),Found on 2026-04-18
LED,BOS,One way,Etihad,11:40,14:40,34.0,3,1071,1727,,Airbus A321neo | Boeing 787,1,AUH (840m),Found on 2026-04-18
LED,BRU,One way,Etihad,11:40,07:05,20.42,1,1200,1200,,Airbus A321neo | Boeing 777,1,AUH (425m),Found on 2026-04-18
LED,BRU,One way,Etihad,11:40,07:05,20.42,1,1200,1200,,Airbus A321neo | Boeing 777,1,AUH (425m),Found on 2026-04-18
LED,CAI,One way,Etihad,11:40,04:25,17.75,2,411,571.5,,Airbus A321neo,1,AUH (460m),Found on 2026-04-18
LED,CCJ,One way,Etihad,11:40,02:55,12.75,2,492,719,,Airbus A321neo | Airbus A321,1,AUH (140m),Found on 2026-04-18
LED,CCU,One way,Etihad,11:40,03:00,12.83,1,447,447,,Airbus A321neo,1,AUH (95m),Found on 2026-04-18
LED,CDG,One way,Etihad,11:40,07:55,21.25,1,1200,1200,,Airbus A321neo | Airbus A380,1,AUH (455m),Found on 2026-04-18
LED,CGK,One way,Etihad,11:40,09:00,17.33,1,527,527,,Airbus A321neo | Boeing 777,1,AUH (145m),Found on 2026-04-18
LED,CLT,One way,Etihad,11:40,10:45,30.08,1,1843,1843,,Airbus A321neo | Boeing 787,1,AUH (515m),Found on 2026-04-18
LED,CMN,One way,Etihad,11:40,07:20,21.67,1,435,435,,Airbus A321neo | Boeing 787-10,1,AUH (425m),Found on 2026-04-18
LED,CNX,One way,Etihad,11:40,06:25,14.75,1,618,618,,Airbus A321neo,1,AUH (120m),Found on 2026-04-18
LED,COK,One way,Etihad | Akasa Air,11:40,03:00,12.83,2,447,447,,Airbus A321neo | Boeing 737MAX 8 Passenger,1,AUH (120m),Found on 2026-04-18
LED,CPH,One way,Etihad,11:40,07:10,20.5,1,952,952,,Airbus A321neo | Boeing 787,1,AUH (445m),Found on 2026-04-18
LED,DBB,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
LED,DEL,One way,Etihad,11:40,03:10,13.0,1,436,436,,Airbus A321neo | Boeing 787,1,AUH (180m),Found on 2026-04-18
LED,DMM,One way,Etihad,11:40,21:10,9.5,1,490,490,,Airbus A321neo,1,AUH (105m),Found on 2026-04-18
LED,DOH,One way,Etihad,11:40,02:05,14.42,1,480,480,,Airbus A321neo | Airbus A320neo,1,AUH (420m),Found on 2026-04-18
LED,DPS,One way,Etihad,11:40,11:25,18.75,1,577,577,,Airbus A321neo | Boeing 777,1,AUH (170m),Found on 2026-04-18
LED,DUB,One way,Etihad,11:40,07:15,21.58,1,1129,1129,,Airbus A321neo | Boeing 777,1,AUH (430m),Found on 2026-04-18
LED,DUS,One way,Etihad,11:40,07:35,20.92,1,898,898,,Airbus A321neo,1,AUH (440m),Found on 2026-04-18
LED,ELQ,One way,Etihad | Flynas,11:40,13:50,26.17,3,7893,7893,,Airbus A321neo | Airbus A320,2,AUH (105m) | DMM (915m),Found on 2026-04-18
LED,FCO,One way,Etihad,11:40,06:25,19.75,1,941,941,,Airbus A321neo | Boeing 787,1,AUH (435m),Found on 2026-04-18
LED,FRA,One way,Etihad,11:40,06:55,20.25,1,978,978,,Airbus A321neo | Boeing 787,1,AUH (430m),Found on 2026-04-18
LED,GVA,One way,Etihad,11:40,07:10,20.5,1,1144,1144,,Airbus A321neo | Boeing 787,1,AUH (445m),Found on 2026-04-18
LED,HAN,One way,Etihad,11:40,18:45,27.08,2,434,5232.5,,Airbus A321neo | Boeing 787-10,1,AUH (850m),Found on 2026-04-18
LED,HKG,One way,Etihad,11:40,09:00,16.33,1,457,457,,Airbus A321neo | Boeing 787,1,AUH (130m),Found on 2026-04-18
LED,HKT,One way,Etihad,11:40,07:35,15.92,1,531,531,,Airbus A321neo | Boeing 787-10,1,AUH (170m),Found on 2026-04-18
LED,HYD,One way,Etihad,11:40,02:45,12.58,1,447,447,,Airbus A321neo | Boeing 787,1,AUH (145m),Found on 2026-04-18
LED,IAD,One way,Etihad,11:40,09:45,29.08,1,840,840,,Airbus A321neo | Boeing 787,1,AUH (495m),Found on 2026-04-18
LED,IAD,One way,Etihad,11:40,09:45,29.08,1,840,840,,Airbus A321neo | Boeing 787,1,AUH (495m),Found on 2026-04-18
LED,ICN,One way,Etihad,11:40,10:50,17.17,1,561,561,,Airbus A321neo | Boeing 787,1,AUH (130m),Found on 2026-04-18
LED,ISB,One way,Etihad,11:40,03:25,13.75,1,447,447,,Airbus A321neo | Airbus A321,1,AUH (250m),Found on 2026-04-18
LED,IST,One way,Etihad,11:40,12:35,24.92,2,888,1278.5,,Airbus A321neo | Airbus A321,1,AUH (820m),Found on 2026-04-18
LED,JAI,One way,Etihad,11:40,02:10,12.0,1,465,465,,Airbus A321neo | Airbus A320,1,AUH (125m),Found on 2026-04-18
LED,JED,One way,Etihad,11:40,23:25,11.75,3,490,726,,Airbus A321neo | Airbus A320,1,AUH (145m),Found on 2026-04-18
LED,JFK,One way,Etihad,11:40,08:35,27.92,1,840,840,,Airbus A321neo | Airbus A350,1,AUH (455m),Found on 2026-04-18
LED,JMK,One way,Etihad | SKY express,11:40,08:20,20.67,1,2153,2153,,Airbus A321neo | Airbus A320 | ATR 42/72,2,AUH (430m) | ATH (80m),Found on 2026-04-18
LED,JMK,One way,Etihad | SKY express,11:40,08:20,20.67,1,2153,2153,,Airbus A321neo | Airbus A320 | ATR 42/72,2,AUH (430m) | ATH (80m),Found on 2026-04-18
LED,JTR,One way,Etihad | SKY express,11:40,10:55,23.25,1,2066,2066,,Airbus A321neo | Airbus A320 | ATR 42/72,2,AUH (430m) | ATH (225m),Found on 2026-04-18
LED,JTR,One way,Etihad | SKY express,11:40,10:55,23.25,1,2066,2066,,Airbus A321neo | Airbus A320 | ATR 42/72,2,AUH (430m) | ATH (225m),Found on 2026-04-18
LED,KBV,One way,Etihad,11:40,18:20,26.67,3,537,6253.67,,Airbus A321neo,1,AUH (820m),Found on 2026-04-18
LED,KHI,One way,Etihad,11:40,03:00,13.33,1,447,447,,Airbus A321neo | Airbus A320,1,AUH (280m),Found on 2026-04-18
LED,KIX,One way,Etihad,11:40,11:50,18.17,1,546,546,,Airbus A321neo | Boeing 787,1,AUH (130m),Found on 2026-04-18
LED,KNO,One way,Etihad,11:40,07:05,15.42,1,486,486,,Airbus A321neo,1,AUH (115m),Found on 2026-04-18
LED,KUL,One way,Etihad,11:40,08:25,15.75,1,461,461,,Airbus A321neo | Boeing 787-10,1,AUH (120m),Found on 2026-04-18
LED,KWI,One way,Etihad,11:40,21:15,9.58,1,480,480,,Airbus A321neo | Airbus A320,1,AUH (90m),Found on 2026-04-18
LED,LHE,One way,Etihad,11:40,03:25,13.75,1,447,447,,Airbus A321neo | Airbus A320,1,AUH (240m),Found on 2026-04-18
LED,LHR,One way,Etihad,11:40,07:00,21.33,1,969,969,,Airbus A321neo | Airbus A380,1,AUH (440m),Found on 2026-04-18
LED,LIS,One way,Etihad,11:40,07:25,21.75,1,1028,1028,,Airbus A321neo | Airbus A330,1,AUH (425m),Found on 2026-04-18
LED,MAA,One way,Etihad,11:40,02:50,12.67,3,447,544,,Airbus A321neo,1,AUH (120m),Found on 2026-04-18
LED,MAD,One way,Etihad,11:40,08:10,21.5,1,941,941,,Airbus A321neo | Boeing 787-10,1,AUH (445m),Found on 2026-04-18
LED,MAN,One way,Etihad,11:40,06:55,21.25,1,1009,1009,,Airbus A321neo | Boeing 777,1,AUH (430m),Found on 2026-04-18
LED,MCT,One way,Etihad,11:40,22:00,9.33,1,474,474,,Airbus A321neo | Airbus A320,1,AUH (105m),Found on 2026-04-18
LED,MEL,One way,Etihad,11:40,15:50,21.17,1,757,757,,Airbus A321neo | Boeing 787,1,AUH (100m),Found on 2026-04-18
LED,MNL,One way,Etihad,11:40,11:05,18.42,1,497,497,,Airbus A321neo | Airbus A330,1,AUH (165m),Found on 2026-04-18
LED,MUC,One way,Etihad,11:40,06:55,20.25,1,894,894,,Airbus A321neo | Boeing 787,1,AUH (455m),Found on 2026-04-18
LED,MXP,One way,Etihad,11:40,06:45,20.08,1,941,941,,Airbus A321neo | Boeing 787,1,AUH (435m),Found on 2026-04-18
LED,NBO,One way,Etihad,11:40,00:35,12.92,1,372,372,,Airbus A321neo | Airbus A320,1,AUH (90m),Found on 2026-04-18
LED,NCE,One way,Etihad | ITA,11:40,10:30,23.83,1,1563,1563,,Airbus A321neo | Boeing 787 | Airbus A220-300 Passenger,2,AUH (435m) | FCO (170m),Found on 2026-04-18
LED,NCE,One way,Etihad | ITA,11:40,10:30,23.83,1,1563,1563,,Airbus A321neo | Boeing 787 | Airbus A220-300 Passenger,2,AUH (435m) | FCO (170m),Found on 2026-04-18
LED,NRT,One way,Etihad,11:40,12:35,18.92,1,636,636,,Airbus A321neo | Airbus A350,1,AUH (145m),Found on 2026-04-18
LED,ORD,One way,Etihad,11:40,08:35,28.92,1,840,840,,Airbus A321neo | Airbus A350,1,AUH (475m),Found on 2026-04-18
LED,PEW,One way,Etihad,11:40,06:50,17.17,1,571,571,,Airbus A321neo | Airbus A320,1,AUH (465m),Found on 2026-04-18
LED,PKX,One way,Etihad,11:40,09:00,16.33,1,680,680,,Airbus A321neo | Boeing 787,1,AUH (110m),Found on 2026-04-18
LED,KTI,One way,Etihad | Bangkok Airways,11:40,19:20,27.67,3,875,875,,Airbus A321neo | ATR 42/72,2,AUH (450m) | BKK (315m),Found on 2026-04-18
LED,PRG,One way,Etihad,11:40,07:05,20.42,1,959,959,,Airbus A321neo | Boeing 787,1,AUH (470m),Found on 2026-04-18
LED,PRG,One way,Etihad,11:40,07:05,20.42,1,959,959,,Airbus A321neo | Boeing 787,1,AUH (470m),Found on 2026-04-18
LED,PVG,One way,Etihad | China Eastern,11:40,12:55,20.25,1,463,463,,Airbus A321neo | Airbus A330,1,AUH (260m),Found on 2026-04-18
LED,RUH,One way,Etihad,11:40,21:25,9.75,3,572,731.33,,Airbus A321neo | Airbus A320,1,AUH (90m),Found on 2026-04-18
LED,SEZ,One way,Etihad | Air Seychelles,11:40,12:20,23.67,2,871,5387,,Airbus A321neo | Airbus A320neo,1,AUH (765m),Found on 2026-04-18
LED,SIN,One way,Etihad,11:40,09:40,17.0,1,506,506,,Airbus A321neo | Airbus A380,1,AUH (160m),Found on 2026-04-18
LED,SYD,One way,Etihad,11:40,06:10,35.5,1,776,776,,Airbus A321neo | Airbus A350,1,AUH (925m),Found on 2026-04-18
LED,TPE,One way,Etihad,11:40,10:00,17.33,1,510,510,,Airbus A321neo | Boeing 787,1,AUH (140m),Found on 2026-04-18
LED,TRV,One way,Etihad,11:40,02:50,12.67,2,456,699,,Airbus A321neo | Airbus A320,1,AUH (115m),Found on 2026-04-18
LED,TUN,One way,Turkish Airlines,01:40,09:00,9.33,8,610,779.29,,Airbus A330 | Airbus A321 (Sharklets),1,IST (155m),Found on 2026-04-18 (Round 2)
LED,VIE,One way,Etihad,11:40,06:40,20.0,1,1187,1187,,Airbus A321neo | Boeing 777,1,AUH (460m),Found on 2026-04-18
LED,VIE,One way,Etihad,11:40,06:40,20.0,1,1187,1187,,Airbus A321neo | Boeing 777,1,AUH (460m),Found on 2026-04-18
LED,WAW,One way,Etihad,11:40,07:00,20.33,1,921,921,,Airbus A321neo | Boeing 787,1,AUH (480m),Found on 2026-04-18
LED,WAW,One way,Etihad,11:40,07:00,20.33,1,921,921,,Airbus A321neo | Boeing 787,1,AUH (480m),Found on 2026-04-18
LED,YYZ,One way,Etihad,11:40,08:55,28.25,1,1246,1246,,Airbus A321neo | Airbus A380,1,AUH (450m),Found on 2026-04-18
LED,ZRH,One way,Etihad,11:40,06:50,20.17,1,1144,1144,,Airbus A321neo | Boeing 787,1,AUH (435m),Found on 2026-04-18
LED,SLL,One way,Etihad | Oman Air,11:40,10:20,21.67,1,573,573,,Airbus A321neo | Airbus A320 | Boeing 737,2,AUH (105m) | MCT (645m),Found on 2026-04-18
LED,TLV,One way,Etihad,11:40,05:50,18.17,2,445,535,,Airbus A321neo,1,AUH (505m),Found on 2026-04-18
LED,ZNZ,One way,Etihad | Ethiopian,11:40,11:00,23.33,1,526,526,,Airbus A321neo | Boeing 737MAX 8 Passenger | Airbus A350,2,AUH (565m) | ADD (40m),Found on 2026-04-18
LED,MED,One way,Etihad,11:40,16:10,28.5,2,593,4454.5,,Airbus A321neo | Airbus A320,1,AUH (1175m),Found on 2026-04-18
LED,KRK,One way,Turkish Airlines,01:40,08:35,7.92,7,330,980.29,,Airbus A330 | Boeing 737,1,IST (110m),Found on 2026-04-18 (Round 2)
LED,OTP,One way,Air Serbia | TAROM,18:45,11:10,16.42,8,326,586.29,,Airbus A319 | ATR 42/72,1,BEG (720m),Found on 2026-04-18 (Round 2)
LED,DAM,One way,AJet,06:20,17:10,10.83,4,544,616.25,,Boeing 737,1,SAW (295m),Found on 2026-04-18 (Round 2)
LED,PMI,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
LED,KBL,One way,Turkish Airlines,12:55,07:20,16.92,5,1076,2799.6,,Airbus A321 (Sharklets) | Airbus A330,1,IST (485m),Found on 2026-04-18 (Round 2)
LED,LUX,One way,Turkish Airlines,01:40,09:25,8.75,7,596,1320.57,,Airbus A330 | Boeing 737MAX 9 Passenger,1,IST (95m),Found on 2026-04-18 (Round 2)
LED,YYC,One way,Emirates | WestJet,23:05,21:09,31.07,1,2912,2912,,Boeing 777 | Airbus A380 | Boeing 737,2,DXB (140m) | JFK (190m),Found on 2026-04-18 (Round 2)
LHE,AUH,One way,Etihad,04:40,07:00,3.33,2,417,496.5,,Airbus A320,0,Direct,Found on 2026-04-17
LHE,DUB,One way,Etihad,19:45,07:15,15.5,2,717,989,,Airbus A320 | Boeing 777,1,AUH (245m),Found on 2026-04-17
LHE,IST,One way,Etihad,19:45,12:35,18.83,4,844,1462,,Airbus A320,1,AUH (635m),Found on 2026-04-17
LHE,LHR,One way,Etihad,04:40,12:45,12.08,2,496,551,,Airbus A320 | Boeing 787-10,1,AUH (70m),Found on 2026-04-17
LHE,SYD,One way,Etihad,04:40,16:50,31.17,2,816,816,,Airbus A320 | Airbus A350,1,AUH (845m),Found on 2026-04-17
LHE,ADD,One way,Etihad,04:40,12:30,9.83,3,735,966,,Airbus A320,1,AUH (115m),Found on 2026-04-17
LHE,AER,One way,Etihad,04:40,18:10,15.5,1,1038,1038,,Airbus A320,1,AUH (475m),Found on 2026-04-17
LHE,AGP,One way,Turkish Airlines,05:35,16:45,14.17,2,1623,2107.5,,Airbus A330 | Airbus A321neo,1,IST (170m),Found on 2026-04-18 (Round 2)
LHE,AMM,One way,Etihad,04:40,23:35,20.92,2,733,733,,Airbus A320,1,AUH (860m),Found on 2026-04-17
LHE,AMS,One way,Etihad,04:40,19:10,17.5,2,646,646,,Airbus A320 | Airbus A350,1,AUH (425m),Found on 2026-04-17
LHE,ATH,One way,Etihad,04:40,12:35,9.92,2,690,927,,Airbus A320 | Airbus A321neo,1,AUH (80m),Found on 2026-04-17
LHE,ATL,One way,Etihad,04:40,16:30,20.83,2,1554,1554,,Airbus A320 | Airbus A350,1,AUH (140m),Found on 2026-04-17
LHE,BAH,One way,Etihad,04:40,09:40,7.0,4,1138,2817.25,,Airbus A320,1,AUH (145m),Found on 2026-04-17
LHE,BCN,One way,Etihad,04:40,19:20,17.67,2,790,790,,Airbus A320 | Boeing 787,1,AUH (430m),Found on 2026-04-17
LHE,BEY,One way,Etihad,04:40,11:05,8.42,2,765,765,,Airbus A320,1,AUH (95m),Found on 2026-04-17
LHE,BKK,One way,Etihad,04:40,18:10,11.5,2,651,651,,Airbus A320 | Boeing 777,1,AUH (95m),Found on 2026-04-17
LHE,BKK,One way,Etihad,04:40,18:10,11.5,2,651,651,,Airbus A320 | Boeing 777,1,AUH (95m),Found on 2026-04-17
LHE,BOS,One way,Etihad,04:40,14:40,19.0,3,1635,1830.67,,Airbus A320 | Boeing 787,1,AUH (120m),Found on 2026-04-17
LHE,BRU,One way,Etihad,19:45,07:05,14.33,1,672,672,,Airbus A320 | Boeing 777,1,AUH (240m),Found on 2026-04-17
LHE,CAI,One way,Etihad,04:40,12:10,10.5,3,1059,2438.67,,Airbus A320,1,AUH (205m),Found on 2026-04-17
LHE,CDG,One way,Etihad,04:40,14:00,12.33,2,613,613,,Airbus A320 | Airbus A321neo,1,AUH (80m),Found on 2026-04-17
LHE,CGK,One way,Etihad,19:45,09:00,35.25,4,468,1798.75,,Airbus A320 | Boeing 777,1,AUH (1400m),Found on 2026-04-17
LHE,CLT,One way,Etihad,19:45,10:45,24.0,1,1380,1380,,Airbus A320 | Boeing 787,1,AUH (330m),Found on 2026-04-18
LHE,CMN,One way,Etihad,19:45,07:20,15.58,1,1160,1160,,Airbus A320 | Boeing 787-10,1,AUH (240m),Found on 2026-04-17
LHE,CNX,One way,Etihad,19:45,06:25,32.67,4,885,4449,,Airbus A320 | Airbus A321neo,1,AUH (1375m),Found on 2026-04-17
LHE,CPH,One way,Etihad,19:45,07:10,14.42,5,612,1234.6,,Airbus A320 | Boeing 787,1,AUH (260m),Found on 2026-04-17
LHE,DBB,,,,,,,,,,,,,No Etihad flights found within 1 day window (Attempted 60 days out)
LHE,DMM,One way,Etihad,04:40,09:10,6.5,2,1360,1360,,Airbus A320,1,AUH (105m),Found on 2026-04-17
LHE,DOH,One way,Etihad,04:40,09:30,6.83,2,779,779,,Airbus A320,1,AUH (145m),Found on 2026-04-17
LHE,DPS,One way,Etihad,04:40,11:25,27.75,4,790,1076.75,,Airbus A320 | Boeing 777,1,AUH (890m),Found on 2026-04-17
LHE,DUS,One way,Etihad,19:45,07:35,14.83,1,555,555,,Airbus A320 | Airbus A321neo,1,AUH (255m),Found on 2026-04-17
LHE,ELQ,One way,Etihad,04:40,09:00,6.33,3,1114,3104.67,,Airbus A320,1,AUH (55m),Found on 2026-04-17
LHE,FCO,One way,Etihad,19:45,06:25,13.67,2,681,903.5,,Airbus A320 | Boeing 787,1,AUH (250m),Found on 2026-04-17
LHE,FRA,One way,Etihad,04:40,18:45,17.08,2,735,735,,Airbus A320 | Boeing 787,1,AUH (420m),Found on 2026-04-17
LHE,GVA,One way,Etihad,04:40,19:40,18.0,2,701,802,,Airbus A320 | Airbus A321neo,1,AUH (445m),Found on 2026-04-17
LHE,HAN,One way,Etihad,04:40,06:40,24.0,1,413,413,,Airbus A320 | Boeing 787-10,1,AUH (845m),Found on 2026-04-17
LHE,HKG,One way,Etihad,04:40,09:00,25.33,2,910,910,,Airbus A320 | Boeing 787,1,AUH (850m),Found on 2026-04-17
LHE,HKT,One way,Etihad,04:40,18:20,11.67,2,733,733,,Airbus A320 | Boeing 787-10,1,AUH (95m),Found on 2026-04-17
LHE,HKT,One way,Etihad,04:40,18:20,11.67,2,733,733,,Airbus A320 | Boeing 787-10,1,AUH (95m),Found on 2026-04-17
LHE,IAD,One way,Etihad,19:45,09:45,23.0,1,1418,1418,,Airbus A320 | Boeing 787,1,AUH (310m),Found on 2026-04-17
LHE,ICN,One way,Etihad,19:45,10:50,35.08,2,843,889,,Airbus A320 | Boeing 787,1,AUH (1385m),Found on 2026-04-17
LHE,JED,One way,Etihad,04:40,10:25,7.75,3,1100,1227,,Airbus A320 | Airbus A321,1,AUH (90m),Found on 2026-04-17
LHE,JFK,One way,Etihad,04:40,16:00,20.33,2,1557,1557,,Airbus A320 | Boeing 787,1,AUH (160m),Found on 2026-04-17
LHE,JMK,One way,Etihad | SKY express,19:45,08:20,14.58,1,1484,1484,,Airbus A320 | ATR 42/72,2,AUH (245m) | ATH (80m),Found on 2026-04-17
LHE,JNB,One way,Etihad,19:45,08:15,15.5,2,930,3009,,Airbus A320 | Boeing 787,1,AUH (240m),Found on 2026-04-17
LHE,JTR,One way,Etihad | SKY express,04:40,14:55,12.25,2,1084,1284,,Airbus A320 | Airbus A321neo | ATR 42/72,2,AUH (80m) | ATH (85m),Found on 2026-04-17
LHE,KBV,One way,Etihad,04:40,06:30,23.83,5,415,4371,,Airbus A320 | Airbus A321neo,1,AUH (830m),Found on 2026-04-17
LHE,KIX,One way,Etihad,19:45,11:50,36.08,2,793,3631.5,,Airbus A320 | Boeing 787,1,AUH (1385m),Found on 2026-04-17
LHE,KNO,One way,Etihad | Garuda Indonesia,04:40,09:30,26.83,3,1086,1191,,Airbus A320 | Boeing 787 | Boeing 737,2,AUH (115m) | CGK (630m),Found on 2026-04-17
LHE,KUL,One way,Etihad,04:40,19:45,12.08,2,564,564,,Airbus A320 | Boeing 787-10,1,AUH (85m),Found on 2026-04-17
LHE,KWI,One way,Etihad,04:40,09:15,6.58,2,959,959,,Airbus A320,1,AUH (90m),Found on 2026-04-17
LHE,LED,One way,Etihad,19:45,08:35,14.83,1,1076,1076,,Airbus A320 | Airbus A321neo,1,AUH (290m),Found on 2026-04-17
LHE,LIS,One way,Etihad,04:40,07:25,30.75,2,634,692,,Airbus A320 | Airbus A330,1,AUH (1145m),Found on 2026-04-17
LHE,MAD,One way,Etihad,04:40,19:40,18.0,2,760,760,,Airbus A320 | Boeing 787,1,AUH (425m),Found on 2026-04-17
LHE,MAN,One way,Etihad,04:40,18:35,17.92,2,473,473,,Airbus A320 | Boeing 787,1,AUH (420m),Found on 2026-04-17
LHE,MCT,One way,Etihad,04:40,10:40,7.0,2,1138,1138,,Airbus A320,1,AUH (145m),Found on 2026-04-17
LHE,MEL,One way,Etihad,04:40,15:50,30.17,2,892,892,,Airbus A320 | Boeing 787,1,AUH (820m),Found on 2026-04-17
LHE,MNL,One way,Etihad,04:40,11:05,27.42,3,714,840.33,,Airbus A320 | Airbus A330,1,AUH (885m),Found on 2026-04-17
LHE,MUC,One way,Etihad,04:40,18:40,17.0,2,729,729,,Airbus A320 | Boeing 787,1,AUH (440m),Found on 2026-04-17
LHE,MXP,One way,Etihad,04:40,18:50,17.17,2,635,635,,Airbus A320 | Boeing 787,1,AUH (440m),Found on 2026-04-17
LHE,NBO,One way,Etihad,04:40,00:35,21.92,2,790,790,,Airbus A320,1,AUH (810m),Found on 2026-04-17
LHE,NCE,One way,Etihad | ITA,04:40,10:30,32.83,4,1161,1461.5,,Airbus A320 | Boeing 787 | Airbus A220-300 Passenger,2,AUH (430m) | FCO (895m),Found on 2026-04-17
LHE,NRT,One way,Etihad,04:40,12:35,27.92,3,911,1166,,Airbus A320 | Airbus A350,1,AUH (865m),Found on 2026-04-17
LHE,NRT,One way,Etihad,04:40,12:35,27.92,3,911,1166,,Airbus A320 | Airbus A350,1,AUH (865m),Found on 2026-04-17
LHE,ORD,One way,Etihad,19:45,08:35,22.83,1,1500,1500,,Airbus A320 | Airbus A350,1,AUH (290m),Found on 2026-04-17
LHE,PKX,One way,Etihad,04:40,09:00,25.33,2,816,1006.5,,Airbus A320 | Boeing 787,1,AUH (830m),Found on 2026-04-17
LHE,PKX,One way,Etihad,04:40,09:00,25.33,2,816,1006.5,,Airbus A320 | Boeing 787,1,AUH (830m),Found on 2026-04-17
LHE,KTI,One way,Etihad,19:45,19:10,21.42,1,413,413,,Airbus A320 | Airbus A321neo,1,AUH (635m),Found on 2026-04-17
LHE,PRG,One way,Etihad,19:45,07:05,14.33,1,639,639,,Airbus A320 | Boeing 787,1,AUH (285m),Found on 2026-04-17
LHE,PVG,One way,Etihad | China Eastern,04:40,12:55,29.25,2,916,1065.5,,Airbus A320 | Airbus A330,1,AUH (980m),Found on 2026-04-17
LHE,PVG,One way,Etihad | China Eastern,04:40,12:55,29.25,2,916,1065.5,,Airbus A320 | Airbus A330,1,AUH (980m),Found on 2026-04-17
LHE,RUH,One way,Etihad,04:40,08:40,6.0,3,773,963,,Airbus A320 | Boeing 787,1,AUH (55m),Found on 2026-04-17
LHE,SEZ,One way,Etihad | Air Seychelles,04:40,12:20,8.67,4,1003,1105.5,,Airbus A320 | Airbus A320neo,1,AUH (45m),Found on 2026-04-17
LHE,SIN,One way,Etihad,19:45,09:40,34.92,2,626,697.5,,Airbus A320 | Airbus A380,1,AUH (1415m),Found on 2026-04-17
LHE,SVO,One way,Etihad,04:40,07:35,28.92,4,889,996,,Airbus A320 | Boeing 787-10,1,AUH (1190m),Found on 2026-04-17
LHE,TPE,One way,Etihad,04:40,10:00,26.33,2,910,1498.5,,Airbus A320 | Boeing 787,1,AUH (860m),Found on 2026-04-17
LHE,TUN,One way,Etihad,04:40,06:25,29.75,2,900,944,,Airbus A320 | Airbus A321neo,1,AUH (1195m),Found on 2026-04-17
LHE,VIE,One way,Etihad,19:45,06:40,13.92,1,606,606,,Airbus A320 | Boeing 777,1,AUH (275m),Found on 2026-04-17
LHE,WAW,One way,Etihad,19:45,07:00,14.25,1,624,624,,Airbus A320 | Boeing 787,1,AUH (295m),Found on 2026-04-18
LHE,YYZ,One way,Etihad,19:45,08:55,22.17,1,794,794,,Airbus A320 | Airbus A380,1,AUH (265m),Found on 2026-04-17
LHE,ZRH,One way,Etihad,04:40,18:55,17.25,3,697,728,,Airbus A320 | Airbus A321neo,1,AUH (420m),Found on 2026-04-17
LHE,TLV,One way,Etihad,04:40,16:50,14.17,5,475,709.6,,Airbus A320 | Airbus A321neo,1,AUH (445m),Found on 2026-04-17
LHE,YYC,One way,Etihad | WestJet,19:45,14:28,29.72,9,1004,1713.89,,Airbus A320 | Airbus A380 | Boeing 737MAX 8 Passenger,2,AUH (265m) | YYZ (185m),Found on 2026-04-18 (Round 2)
LHE,KRK,One way,Etihad | Lufthansa,19:45,10:25,17.67,1,2349,2349,,Airbus A320 | Boeing 787,2,AUH (245m) | FRA (115m),Found on 2026-04-18
